Ddate,Market,Product,Sales,Profit,Expenses
2/1/14,Central,Decaf Irish Cream,132,61,52
3/1/15,Central,Decaf Irish Cream,267,125,81
2/1/14,West,Decaf Espresso,58,24,22
8/1/14,Central,Chamomile,77,24,20
5/1/15,West,Mint,96,-7,47
2/1/14,West,Earl Grey,281,149,94
8/1/14,West,Caffe Mocha,620,189,153
5/1/14,South,Chamomile,137,38,47
11/1/14,East,Darjeeling,90,12,17
2/1/15,South,Decaf Irish Cream,149,75,45
6/1/15,Central,Caffe Mocha,487,190,97
12/1/14,Central,Darjeeling,67,13,14
12/1/14,Central,Decaf Espresso,195,34,44
8/1/14,West,Decaf Irish Cream,372,102,96
8/1/14,Central,Chamomile,79,15,36
2/1/14,East,Darjeeling,60,19,22
1/1/15,West,Darjeeling,516,164,85
1/1/14,East,Darjeeling,120,38,24
5/1/14,East,Decaf Irish Cream,136,18,60
8/1/15,Central,Lemon,64,41,20
2/1/15,West,Lemon,147,56,49
3/1/15,East,Decaf Irish Cream,311,232,45
2/1/14,West,Earl Grey,316,121,42
1/1/15,South,Decaf Irish Cream,205,51,61
2/1/15,Central,Decaf Irish Cream,515,123,79
6/1/15,Central,Lemon,511,165,93
5/1/15,West,Decaf Irish Cream,116,38,46
3/1/15,West,Darjeeling,296,85,79
7/1/14,West,Lemon,534,319,108
8/1/14,West,Decaf Irish Cream,107,20,55
1/1/15,Central,Lemon,270,43,41
1/1/14,East,Darjeeling,66,42,25
1/1/15,West,Decaf Espresso,130,24,19
10/1/14,West,Decaf Irish Cream,123,-1,25
2/1/15,Central,Decaf Irish Cream,232,58,57
11/1/14,West,Lemon,263,110,86
2/1/14,West,Lemon,118,19,60
1/1/14,East,Decaf Espresso,191,15,56
2/1/14,Central,Mint,323,131,36
1/1/14,East,Decaf Espresso,89,5,44
1/1/15,Central,Decaf Irish Cream,293,155,39
8/1/15,Central,Decaf Irish Cream,83,6,20
7/1/14,South,Lemon,122,20,48
7/1/14,East,Decaf Irish Cream,83,9,49
12/1/14,Central,Decaf Irish Cream,87,-6,42
12/1/14,Central,Darjeeling,77,22,19
10/1/14,West,Darjeeling,295,161,115
9/1/15,West,Darjeeling,152,44,35
8/1/14,South,Decaf Irish Cream,101,20,42
2/1/14,Central,Chamomile,209,78,38
2/1/15,South,Decaf Espresso,162,68,67
10/1/14,West,Caffe Mocha,66,-8,26
9/1/14,East,Decaf Irish Cream,241,16,121
3/1/14,South,Decaf Espresso,200,83,54
8/1/15,East,Darjeeling,71,12,15
1/1/15,South,Decaf Irish Cream,195,85,46
2/1/14,East,Darjeeling,214,95,49
8/1/14,Central,Decaf Irish Cream,204,59,46
5/1/15,West,Decaf Irish Cream,72,40,26
1/1/14,Central,Decaf Irish Cream,261,86,106
5/1/14,South,Decaf Irish Cream,121,16,44
2/1/14,East,Amaretto,319,82,62
12/1/14,Central,Decaf Espresso,208,121,45
8/1/14,South,Caffe Latte,87,29,19
8/1/15,West,Decaf Irish Cream,241,63,59
5/1/14,East,Decaf Espresso,193,143,55
12/1/14,Central,Decaf Irish Cream,111,18,52
12/1/14,Central,Darjeeling,116,24,37
8/1/14,Central,Decaf Espresso,48,15,19
8/1/15,Central,Darjeeling,93,15,37
1/1/14,South,Decaf Irish Cream,125,-23,64
9/1/15,East,Darjeeling,78,51,20
5/1/14,West,Chamomile,171,42,46
1/1/14,South,Lemon,152,54,56
11/1/14,West,Decaf Espresso,84,25,25
10/1/14,West,Decaf Irish Cream,109,21,57
8/1/14,East,Chamomile,96,13,42
7/1/14,East,Chamomile,64,18,29
8/1/14,Central,Chamomile,324,92,74
9/1/15,South,Lemon,141,41,35
10/1/14,Central,Decaf Irish Cream,104,5,24
7/1/15,South,Caffe Mocha,68,20,15
12/1/15,East,Chamomile,132,34,36
2/1/14,Central,Darjeeling,230,91,30
7/1/14,West,Decaf Espresso,237,67,69
8/1/14,East,Mint,222,35,66
2/1/15,South,Caffe Mocha,90,34,22
2/1/14,Central,Chamomile,68,27,24
4/1/14,West,Decaf Irish Cream,106,33,37
6/1/15,West,Chamomile,487,187,92
6/1/15,West,Lemon,88,3,47
2/1/14,East,Caffe Mocha,240,37,84
7/1/15,West,Darjeeling,53,20,15
4/1/14,Central,Decaf Irish Cream,128,17,43
10/1/14,Central,Chamomile,108,8,40
2/1/14,West,Darjeeling,193,103,30
9/1/15,Central,Chamomile,209,118,53
2/1/14,East,Darjeeling,104,38,21
8/1/14,West,Decaf Irish Cream,184,45,64
5/1/14,West,Decaf Irish Cream,156,44,51
5/1/14,South,Caffe Mocha,204,37,55
4/1/14,East,Decaf Irish Cream,123,34,36
1/1/15,South,Chamomile,138,38,54
2/1/15,West,Caffe Mocha,154,36,80
10/1/14,East,Darjeeling,75,6,46
2/1/15,South,Caffe Mocha,172,105,30
4/1/14,East,Lemon,128,31,42
5/1/15,East,Lemon,547,222,113
12/1/14,West,Decaf Irish Cream,126,24,47
9/1/15,Central,Chamomile,307,119,37
2/1/14,East,Caffe Mocha,290,6,130
11/1/14,South,Colombian,521,114,112
9/1/15,Central,Decaf Irish Cream,147,68,35
9/1/15,West,Decaf Irish Cream,133,41,53
8/1/14,West,Decaf Irish Cream,119,24,57
5/1/14,Central,Decaf Espresso,134,40,40
2/1/15,East,Mint,100,51,43
11/1/15,East,Darjeeling,79,10,29
4/1/14,West,Earl Grey,112,15,44
10/1/14,West,Darjeeling,120,3,40
1/1/15,South,Decaf Espresso,149,77,48
1/1/15,West,Chamomile,484,128,88
9/1/14,West,Decaf Irish Cream,250,16,133
2/1/15,East,Decaf Espresso,258,140,66
5/1/15,South,Lemon,62,50,12
1/1/14,Central,Mint,136,29,45
12/1/14,East,Darjeeling,52,-20,39
5/1/14,West,Darjeeling,197,76,43
11/1/14,Central,Decaf Espresso,94,32,21
2/1/15,South,Decaf Irish Cream,202,106,43
2/1/15,West,Decaf Irish Cream,103,18,43
8/1/15,East,Darjeeling,102,46,19
1/1/14,Central,Decaf Irish Cream,159,15,34
10/1/14,East,Decaf Irish Cream,331,102,132
2/1/14,East,Lemon,116,24,42
2/1/14,South,Decaf Irish Cream,112,41,22
5/1/15,Central,Decaf Irish Cream,275,62,64
9/1/14,East,Decaf Irish Cream,338,175,143
2/1/15,Central,Caffe Mocha,280,140,71
10/1/14,Central,Darjeeling,101,1,39
12/1/14,Central,Decaf Irish Cream,116,16,39
8/1/14,South,Lemon,92,31,45
11/1/15,West,Decaf Espresso,522,136,100
8/1/14,Central,Lemon,673,355,163
3/1/14,South,Caffe Latte,210,128,48
5/1/14,East,Darjeeling,108,26,18
1/1/14,West,Lemon,139,53,65
5/1/15,West,Lemon,554,358,112
7/1/14,West,Decaf Espresso,286,102,64
8/1/14,West,Amaretto,100,28,45
9/1/15,East,Decaf Espresso,92,57,33
5/1/15,Central,Decaf Irish Cream,422,138,61
1/1/14,East,Decaf Irish Cream,187,21,56
10/1/15,West,Lemon,353,147,123
8/1/14,East,Lemon,77,2,20
5/1/15,Central,Decaf Irish Cream,162,57,45
1/1/14,Central,Decaf Irish Cream,149,24,55
2/1/14,Central,Chamomile,106,24,46
10/1/15,Central,Darjeeling,610,173,99
9/1/14,East,Lemon,138,-18,59
5/1/15,South,Colombian,497,201,86
8/1/14,West,Decaf Espresso,336,115,67
2/1/14,West,Decaf Irish Cream,126,48,53
10/1/14,South,Decaf Irish Cream,115,9,28
11/1/15,Central,Lemon,63,33,27
3/1/14,South,Decaf Irish Cream,166,47,69
5/1/15,West,Decaf Irish Cream,117,47,43
8/1/14,West,Decaf Irish Cream,72,13,40
2/1/15,Central,Decaf Irish Cream,256,159,56
1/1/15,South,Decaf Irish Cream,102,46,47
9/1/15,West,Decaf Irish Cream,132,25,46
1/1/15,West,Lemon,390,109,58
7/1/14,South,Decaf Irish Cream,77,7,45
10/1/14,West,Caffe Mocha,43,-2,16
10/1/14,South,Chamomile,302,76,59
10/1/14,West,Chamomile,261,111,48
1/1/14,Central,Decaf Irish Cream,139,-13,74
8/1/15,East,Darjeeling,75,36,20
9/1/15,Central,Darjeeling,226,59,41
1/1/15,West,Darjeeling,139,73,40
11/1/15,South,Caffe Latte,129,-16,42
2/1/14,West,Darjeeling,166,47,39
7/1/14,West,Chamomile,219,83,54
5/1/14,East,Decaf Espresso,102,40,17
12/1/14,Central,Decaf Irish Cream,158,20,60
2/1/15,Central,Decaf Irish Cream,221,106,54
11/1/14,West,Decaf Espresso,490,178,94
12/1/14,Central,Decaf Irish Cream,214,38,58
5/1/15,West,Lemon,500,122,101
2/1/15,South,Chamomile,138,5,48
8/1/14,West,Chamomile,235,68,50
4/1/14,South,Caffe Mocha,133,30,47
3/1/15,Central,Lemon,143,38,29
6/1/15,West,Darjeeling,486,195,103
7/1/14,East,Decaf Irish Cream,314,261,50
9/1/15,West,Decaf Irish Cream,215,54,64
8/1/15,Central,Lemon,78,27,19
2/1/14,West,Darjeeling,109,-10,50
8/1/15,Central,Decaf Irish Cream,75,22,18
7/1/15,Central,Chamomile,37,25,16
2/1/14,East,Amaretto,179,78,46
2/1/14,East,Colombian,282,111,123
10/1/15,West,Darjeeling,17,-10,40
5/1/14,East,Chamomile,133,40,52
2/1/15,East,Decaf Irish Cream,494,146,91
8/1/15,Central,Lemon,81,43,19
2/1/14,West,Lemon,135,8,56
5/1/14,West,Darjeeling,197,15,61
9/1/15,Central,Decaf Irish Cream,220,105,47
2/1/14,West,Darjeeling,226,77,53
2/1/15,Central,Decaf Irish Cream,207,121,60
4/1/14,East,Decaf Espresso,214,-1,62
10/1/14,South,Caffe Mocha,289,16,62
1/1/14,West,Chamomile,134,62,27
3/1/15,Central,Amaretto,609,251,97
5/1/15,Central,Lemon,541,224,104
10/1/14,South,Decaf Irish Cream,121,4,25
9/1/14,Central,Decaf Irish Cream,226,38,59
3/1/14,East,Lemon,61,15,38
3/1/15,East,Decaf Irish Cream,210,298,97
8/1/14,West,Lemon,69,-2,38
4/1/14,West,Darjeeling,147,10,46
5/1/14,West,Decaf Irish Cream,129,8,86
6/1/15,West,Lemon,438,315,88
1/1/15,West,Caffe Mocha,124,40,45
5/1/14,East,Lemon,124,20,54
8/1/14,West,Decaf Irish Cream,277,10,154
7/1/14,Central,Mint,312,120,42
2/1/14,West,Caffe Mocha,111,14,47
10/1/15,Central,Darjeeling,522,205,90
4/1/15,Central,Caffe Mocha,103,42,24
9/1/15,East,Decaf Espresso,285,89,54
10/1/14,South,Decaf Irish Cream,111,3,47
2/1/14,West,Darjeeling,46,36,18
12/1/14,Central,Decaf Espresso,269,83,65
8/1/15,West,Decaf Espresso,573,236,119
8/1/14,Central,Lemon,90,23,35
9/1/15,Central,Chamomile,318,115,40
2/1/14,East,Darjeeling,66,4,22
3/1/14,East,Decaf Espresso,273,78,42
2/1/14,West,Decaf Irish Cream,113,21,59
5/1/15,South,Caffe Latte,553,246,87
1/1/15,East,Darjeeling,139,54,41
5/1/14,Central,Darjeeling,118,17,43
1/1/14,Central,Decaf Irish Cream,190,115,54
2/1/14,East,Lemon,241,128,61
8/1/14,Central,Chamomile,270,113,80
1/1/14,Central,Darjeeling,129,80,47
1/1/15,East,Darjeeling,85,31,16
7/1/14,South,Lemon,281,96,59
10/1/14,Central,Earl Grey,303,102,41
3/1/15,East,Colombian,656,227,141
5/1/14,Central,Mint,185,23,40
2/1/14,East,Darjeeling,104,22,23
8/1/14,West,Darjeeling,352,180,149
4/1/14,East,Darjeeling,101,-2,80
10/1/14,Central,Decaf Espresso,40,11,20
2/1/14,East,Mint,134,5,52
1/1/14,East,Chamomile,62,36,21
9/1/15,East,Chamomile,239,121,44
2/1/14,West,Lemon,112,23,22
4/1/14,East,Decaf Espresso,147,1,87
10/1/14,West,Darjeeling,213,80,51
9/1/15,East,Decaf Irish Cream,331,385,97
9/1/14,Central,Lemon,257,85,57
8/1/14,East,Regular Espresso,344,159,158
4/1/15,West,Darjeeling,125,-7,48
12/1/14,Central,Amaretto,110,0,41
2/1/14,West,Decaf Irish Cream,107,21,43
11/1/15,Central,Darjeeling,137,-7,47
8/1/14,West,Caffe Mocha,292,110,71
10/1/14,East,Lemon,199,29,63
7/1/14,Central,Decaf Espresso,164,71,53
10/1/14,Central,Decaf Espresso,87,-3,21
7/1/14,East,Lemon,334,176,136
3/1/15,East,Decaf Irish Cream,564,351,108
4/1/14,East,Lemon,132,10,52
8/1/15,Central,Mint,687,243,101
2/1/15,Central,Decaf Irish Cream,323,104,86
1/1/15,West,Chamomile,494,164,90
5/1/15,West,Decaf Irish Cream,108,31,26
2/1/14,Central,Mint,210,68,34
4/1/14,Central,Decaf Irish Cream,182,44,57
1/1/14,East,Decaf Irish Cream,485,306,108
11/1/14,Central,Decaf Irish Cream,240,106,58
10/1/14,West,Decaf Irish Cream,64,15,26
5/1/14,East,Darjeeling,212,43,61
9/1/15,West,Mint,643,195,121
5/1/15,East,Regular Espresso,92,-13,44
2/1/14,Central,Chamomile,52,33,21
8/1/14,East,Lemon,260,37,60
4/1/15,East,Decaf Irish Cream,551,525,127
10/1/14,East,Darjeeling,112,8,35
2/1/15,West,Decaf Irish Cream,94,29,42
8/1/15,Central,Decaf Irish Cream,210,70,45
2/1/14,West,Darjeeling,172,92,75
2/1/14,West,Darjeeling,226,110,35
12/1/14,East,Regular Espresso,70,-3,42
7/1/14,West,Decaf Irish Cream,114,16,46
1/1/14,Central,Mint,155,21,45
7/1/14,South,Chamomile,86,23,36
3/1/14,West,Lemon,104,28,34
10/1/14,East,Darjeeling,74,10,16
2/1/14,Central,Decaf Irish Cream,143,33,53
1/1/14,Central,Chamomile,119,32,47
8/1/14,West,Decaf Irish Cream,212,33,66
10/1/14,South,Lemon,49,12,18
7/1/15,West,Decaf Espresso,62,21,15
9/1/14,Central,Decaf Irish Cream,90,19,44
10/1/14,East,Decaf Espresso,91,10,22
2/1/14,West,Decaf Espresso,68,52,24
5/1/14,West,Decaf Espresso,183,49,49
1/1/15,South,Decaf Irish Cream,155,74,56
10/1/14,West,Lemon,82,13,49
10/1/14,South,Caffe Latte,114,7,29
2/1/14,Central,Decaf Irish Cream,172,70,38
8/1/14,Central,Decaf Irish Cream,167,33,41
3/1/15,East,Caffe Mocha,689,211,131
8/1/15,Central,Decaf Irish Cream,90,36,25
9/1/15,East,Darjeeling,92,57,33
5/1/15,West,Lemon,109,37,34
2/1/14,East,Decaf Irish Cream,281,66,108
5/1/15,East,Decaf Irish Cream,476,505,96
11/1/15,Central,Colombian,562,166,117
8/1/14,Central,Mint,254,64,69
1/1/14,Central,Decaf Irish Cream,199,95,35
1/1/14,South,Lemon,58,12,35
2/1/15,Central,Decaf Irish Cream,192,121,47
3/1/15,Central,Decaf Irish Cream,221,200,110
8/1/15,West,Decaf Irish Cream,79,23,36
11/1/14,East,Darjeeling,58,22,19
12/1/15,East,Mint,135,48,34
2/1/14,East,Darjeeling,106,23,22
10/1/15,Central,Decaf Irish Cream,303,92,101
1/1/15,East,Darjeeling,128,45,26
2/1/14,East,Darjeeling,71,33,20
8/1/14,East,Darjeeling,141,13,39
9/1/15,East,Mint,226,125,60
1/1/14,Central,Decaf Irish Cream,122,32,65
3/1/15,West,Decaf Espresso,115,39,21
10/1/14,East,Darjeeling,298,118,59
4/1/15,West,Decaf Espresso,91,38,20
8/1/14,West,Decaf Irish Cream,144,27,49
7/1/14,East,Decaf Irish Cream,557,420,158
7/1/15,South,Decaf Irish Cream,124,46,36
5/1/15,Central,Lemon,152,48,36
10/1/14,South,Caffe Mocha,90,4,22
8/1/15,Central,Decaf Irish Cream,101,18,40
9/1/15,Central,Lemon,558,243,86
10/1/14,East,Caffe Mocha,106,5,63
11/1/14,West,Lemon,271,136,64
12/1/15,West,Decaf Irish Cream,123,-11,61
12/1/14,West,Decaf Irish Cream,103,4,56
5/1/15,Central,Decaf Irish Cream,100,28,24
8/1/14,Central,Darjeeling,509,134,44
8/1/14,South,Caffe Mocha,51,12,15
3/1/14,East,Darjeeling,100,25,46
1/1/14,Central,Decaf Irish Cream,181,24,38
2/1/14,Central,Lemon,211,102,39
2/1/15,East,Decaf Irish Cream,505,193,102
8/1/15,South,Decaf Irish Cream,118,36,46
4/1/15,East,Darjeeling,171,56,35
1/1/14,Central,Decaf Irish Cream,140,58,37
3/1/14,South,Decaf Espresso,212,73,43
4/1/14,East,Amaretto,177,37,56
5/1/15,East,Colombian,599,200,113
2/1/14,West,Decaf Irish Cream,189,60,60
5/1/15,Central,Decaf Irish Cream,75,51,18
2/1/14,East,Chamomile,98,16,20
2/1/14,West,Amaretto,261,47,133
9/1/15,West,Decaf Irish Cream,237,97,96
2/1/14,East,Decaf Irish Cream,177,32,106
9/1/15,West,Chamomile,142,45,39
5/1/14,East,Darjeeling,52,28,18
8/1/15,West,Chamomile,69,25,23
7/1/14,West,Decaf Irish Cream,114,9,43
10/1/14,West,Decaf Irish Cream,137,23,58
10/1/14,South,Chamomile,301,112,119
10/1/14,South,Colombian,528,184,125
9/1/15,Central,Decaf Irish Cream,220,91,40
10/1/14,East,Mint,126,3,61
7/1/14,South,Caffe Mocha,197,-9,79
7/1/15,West,Decaf Irish Cream,62,0,27
7/1/14,Central,Chamomile,164,7,50
8/1/15,Central,Lemon,75,3,19
12/1/14,West,Decaf Espresso,303,92,61
9/1/15,South,Chamomile,151,40,42
8/1/15,Central,Decaf Espresso,63,18,18
1/1/15,West,Darjeeling,441,160,81
5/1/14,Central,Decaf Irish Cream,130,27,30
8/1/15,East,Decaf Irish Cream,312,124,67
4/1/14,West,Caffe Mocha,109,16,39
11/1/15,West,Decaf Irish Cream,133,-8,53
10/1/14,West,Decaf Irish Cream,113,34,50
5/1/14,West,Decaf Espresso,474,126,56
3/1/15,East,Caffe Mocha,247,104,60
8/1/14,South,Lemon,241,98,70
2/1/15,Central,Chamomile,103,14,28
1/1/14,South,Decaf Irish Cream,144,53,44
4/1/14,West,Amaretto,181,31,59
7/1/15,West,Decaf Irish Cream,72,-5,27
12/1/14,West,Lemon,128,-4,134
1/1/15,Central,Decaf Irish Cream,211,69,40
1/1/14,East,Darjeeling,78,15,23
4/1/14,West,Decaf Irish Cream,106,18,38
9/1/15,Central,Lemon,295,154,91
3/1/14,West,Decaf Irish Cream,113,-6,53
7/1/14,West,Chamomile,174,75,57
2/1/14,South,Lemon,192,47,55
5/1/15,West,Decaf Irish Cream,207,51,63
4/1/14,West,Decaf Irish Cream,117,7,51
3/1/15,West,Caffe Mocha,72,38,21
10/1/14,South,Lemon,64,8,24
4/1/14,Central,Decaf Irish Cream,104,18,37
4/1/15,West,Darjeeling,112,1,50
9/1/15,Central,Caffe Mocha,141,106,42
5/1/15,West,Caffe Mocha,63,18,18
10/1/14,Central,Darjeeling,298,137,50
5/1/15,Central,Decaf Irish Cream,499,153,69
2/1/14,West,Decaf Espresso,52,22,18
10/1/14,South,Decaf Irish Cream,63,11,21
9/1/15,West,Caffe Mocha,608,341,105
2/1/15,West,Chamomile,323,107,53
8/1/14,East,Lemon,156,20,57
5/1/15,South,Decaf Irish Cream,72,28,32
12/1/15,West,Caffe Mocha,132,31,54
10/1/14,West,Decaf Espresso,294,108,60
4/1/14,South,Caffe Mocha,196,81,52
2/1/14,Central,Lemon,178,90,48
5/1/15,West,Decaf Irish Cream,98,27,42
3/1/15,East,Decaf Irish Cream,579,241,45
4/1/14,Central,Decaf Irish Cream,108,30,28
10/1/14,South,Chamomile,60,10,21
5/1/14,South,Lemon,135,19,44
1/1/15,West,Lemon,324,107,135
2/1/15,South,Decaf Irish Cream,227,109,61
8/1/14,South,Lemon,88,12,34
3/1/15,East,Decaf Irish Cream,701,330,108
1/1/14,South,Decaf Irish Cream,114,-17,59
1/1/14,West,Decaf Espresso,89,28,21
11/1/15,Central,Darjeeling,279,93,36
2/1/14,West,Chamomile,115,32,44
10/1/15,South,Decaf Irish Cream,344,98,106
1/1/15,East,Decaf Irish Cream,528,200,126
7/1/15,West,Decaf Espresso,36,14,12
2/1/14,West,Lemon,295,150,123
12/1/15,Central,Decaf Espresso,145,26,40
4/1/14,West,Lemon,141,39,40
10/1/14,East,Decaf Irish Cream,226,90,62
11/1/14,East,Darjeeling,72,14,20
6/1/15,South,Caffe Latte,417,222,73
4/1/14,West,Caffe Latte,127,29,38
9/1/15,East,Decaf Espresso,144,50,36
10/1/14,East,Chamomile,39,0,16
10/1/14,South,Caffe Latte,44,-11,10
5/1/14,West,Chamomile,272,122,61
3/1/14,West,Chamomile,164,48,42
5/1/15,South,Decaf Irish Cream,39,29,25
5/1/14,Central,Decaf Irish Cream,122,44,35
1/1/14,East,Darjeeling,139,41,44
3/1/14,Central,Decaf Irish Cream,136,9,81
10/1/15,West,Chamomile,185,-39,54
9/1/15,East,Decaf Espresso,240,126,55
8/1/14,West,Caffe Latte,64,15,18
3/1/15,Central,Decaf Irish Cream,203,100,62
7/1/14,South,Lemon,77,21,36
10/1/14,Central,Darjeeling,201,66,56
12/1/14,Central,Decaf Irish Cream,146,2,67
1/1/15,West,Decaf Irish Cream,366,178,136
5/1/14,Central,Darjeeling,141,44,39
9/1/14,South,Caffe Mocha,159,-2,75
9/1/15,Central,Decaf Irish Cream,263,111,48
2/1/14,West,Darjeeling,490,135,100
2/1/14,East,Amaretto,135,61,52
11/1/15,Central,Decaf Espresso,131,-8,71
2/1/14,West,Lemon,257,84,79
2/1/15,East,Mint,222,64,44
8/1/14,East,Decaf Espresso,82,3,40
8/1/15,Central,Decaf Irish Cream,92,35,36
11/1/14,East,Darjeeling,62,21,20
2/1/15,South,Decaf Irish Cream,91,9,27
10/1/14,East,Lemon,61,-5,42
7/1/15,East,Caffe Mocha,662,232,143
1/1/15,West,Caffe Latte,480,176,86
5/1/15,Central,Decaf Irish Cream,125,42,44
12/1/14,West,Decaf Irish Cream,112,-1,72
9/1/14,West,Decaf Irish Cream,218,-18,99
3/1/14,East,Decaf Espresso,201,61,69
5/1/15,West,Darjeeling,625,188,117
2/1/15,Central,Caffe Mocha,263,97,65
8/1/15,Central,Lemon,67,6,19
12/1/14,Central,Decaf Irish Cream,109,28,32
9/1/15,South,Caffe Mocha,139,43,34
12/1/14,Central,Mint,132,-6,67
4/1/15,West,Darjeeling,124,64,34
2/1/14,West,Darjeeling,141,67,38
12/1/14,Central,Chamomile,111,17,40
5/1/15,West,Caffe Mocha,107,39,16
11/1/14,South,Decaf Espresso,145,68,40
2/1/14,South,Decaf Irish Cream,59,28,28
10/1/14,West,Caffe Mocha,65,35,22
12/1/14,Central,Decaf Irish Cream,55,1,21
2/1/14,West,Decaf Espresso,190,56,53
8/1/14,West,Darjeeling,297,124,50
2/1/14,South,Caffe Mocha,118,46,45
4/1/14,South,Caffe Mocha,157,21,42
12/1/14,Central,Decaf Irish Cream,107,-2,48
2/1/14,South,Chamomile,173,40,58
10/1/15,West,Lemon,626,238,116
1/1/14,Central,Decaf Irish Cream,207,103,57
1/1/14,East,Decaf Espresso,71,19,27
7/1/14,East,Mint,208,-152,65
1/1/14,West,Darjeeling,111,31,25
10/1/15,Central,Darjeeling,333,161,110
6/1/15,West,Decaf Espresso,533,207,91
11/1/15,South,Caffe Latte,75,24,34
5/1/15,East,Mint,178,43,58
10/1/14,West,Decaf Irish Cream,50,9,19
1/1/14,Central,Decaf Irish Cream,152,52,55
2/1/14,Central,Chamomile,231,98,40
7/1/15,West,Decaf Irish Cream,125,0,165
2/1/14,South,Lemon,266,94,100
2/1/15,South,Caffe Mocha,99,-10,45
4/1/15,West,Decaf Espresso,278,121,51
4/1/15,West,Chamomile,130,-21,50
1/1/14,East,Darjeeling,219,101,44
4/1/14,Central,Decaf Irish Cream,120,27,50
2/1/14,East,Decaf Espresso,107,31,27
8/1/14,West,Darjeeling,363,162,117
4/1/14,South,Decaf Irish Cream,45,11,15
3/1/14,West,Chamomile,148,44,35
3/1/15,Central,Darjeeling,250,151,42
10/1/15,West,Darjeeling,325,125,105
7/1/14,West,Decaf Irish Cream,140,20,67
7/1/14,West,Decaf Irish Cream,190,52,68
10/1/14,East,Decaf Irish Cream,327,133,64
12/1/14,Central,Caffe Mocha,266,128,60
4/1/14,East,Caffe Mocha,131,-4,85
10/1/15,South,Decaf Irish Cream,301,148,65
10/1/14,South,Chamomile,111,50,46
5/1/14,East,Decaf Espresso,262,113,52
8/1/15,Central,Lemon,96,20,21
2/1/14,East,Chamomile,112,20,48
2/1/14,West,Decaf Espresso,122,47,24
3/1/14,Central,Decaf Espresso,99,41,35
6/1/15,West,Lemon,571,146,96
4/1/14,East,Lemon,99,12,50
3/1/15,East,Decaf Irish Cream,227,23,57
12/1/14,Central,Decaf Irish Cream,218,48,50
12/1/15,South,Decaf Irish Cream,311,71,61
1/1/14,South,Decaf Irish Cream,206,-5,45
10/1/14,South,Chamomile,340,96,59
11/1/15,Central,Darjeeling,542,205,97
12/1/14,Central,Decaf Irish Cream,169,37,53
6/1/15,West,Darjeeling,516,168,104
10/1/14,Central,Darjeeling,284,102,51
5/1/15,Central,Darjeeling,272,163,82
8/1/14,West,Decaf Espresso,349,149,162
4/1/15,Central,Decaf Irish Cream,222,63,56
5/1/15,West,Lemon,94,40,40
7/1/14,West,Decaf Espresso,226,88,54
10/1/14,South,Decaf Espresso,124,-2,39
12/1/14,West,Caffe Mocha,155,19,55
7/1/14,West,Chamomile,134,17,65
3/1/14,East,Decaf Espresso,197,112,57
10/1/14,West,Darjeeling,485,182,105
3/1/15,Central,Decaf Irish Cream,235,137,92
5/1/15,Central,Caffe Mocha,630,258,98
8/1/14,West,Decaf Irish Cream,119,6,57
1/1/15,West,Decaf Espresso,484,101,92
10/1/14,West,Caffe Latte,263,133,89
8/1/14,South,Caffe Latte,77,10,13
11/1/15,Central,Darjeeling,204,85,38
7/1/14,West,Chamomile,287,78,55
4/1/14,East,Mint,160,18,45
5/1/14,South,Decaf Irish Cream,151,28,51
4/1/14,South,Caffe Mocha,117,34,30
4/1/14,Central,Decaf Irish Cream,106,30,39
5/1/14,West,Darjeeling,103,24,47
3/1/15,East,Decaf Irish Cream,298,178,38
2/1/14,South,Chamomile,198,104,53
2/1/15,East,Decaf Irish Cream,265,133,52
9/1/15,West,Darjeeling,252,107,33
10/1/15,South,Lemon,75,39,19
10/1/14,South,Caffe Mocha,278,-1,69
9/1/15,Central,Amaretto,336,183,41
3/1/15,East,Decaf Irish Cream,345,102,105
1/1/14,Central,Decaf Irish Cream,117,5,51
1/1/14,Central,Lemon,132,-9,43
7/1/14,South,Decaf Irish Cream,154,57,53
1/1/14,East,Caffe Mocha,178,57,93
8/1/14,West,Decaf Irish Cream,175,24,138
8/1/14,Central,Chamomile,74,22,19
8/1/15,Central,Decaf Irish Cream,65,12,20
2/1/14,Central,Earl Grey,199,94,37
8/1/14,Central,Decaf Irish Cream,140,36,44
8/1/15,Central,Decaf Irish Cream,95,35,40
5/1/15,West,Decaf Irish Cream,106,28,39
9/1/15,Central,Caffe Mocha,149,101,53
10/1/15,Central,Chamomile,107,41,26
2/1/14,Central,Chamomile,262,94,38
7/1/14,Central,Decaf Irish Cream,191,87,55
2/1/14,Central,Decaf Espresso,194,103,36
2/1/14,South,Lemon,56,33,33
9/1/14,South,Decaf Irish Cream,172,62,74
8/1/15,East,Decaf Irish Cream,228,59,66
3/1/15,East,Decaf Irish Cream,639,392,108
8/1/14,West,Decaf Irish Cream,188,71,58
2/1/15,Central,Lemon,294,80,41
5/1/15,West,Caffe Mocha,80,15,17
1/1/15,South,Decaf Irish Cream,157,57,57
5/1/14,West,Darjeeling,214,137,60
6/1/14,West,Decaf Irish Cream,68,35,44
8/1/14,West,Darjeeling,345,111,69
7/1/14,West,Decaf Irish Cream,142,20,53
10/1/14,South,Decaf Irish Cream,166,26,57
10/1/15,East,Decaf Irish Cream,715,307,109
1/1/14,South,Chamomile,89,24,51
