Ddate,Market,Product,Product Type,Sales,Profit,Expenses
5/1/13,East,Decaf Irish Cream,Coffee,469,348,112
10/1/12,East,Decaf Irish Cream,Coffee,173,41,60
11/1/12,South,Caffe Mocha,Espresso,88,11,37
1/1/12,Central,Decaf Irish Cream,Coffee,220,102,62
12/1/12,Central,Decaf Irish Cream,Coffee,136,14,44
2/1/12,South,Caffe Mocha,Espresso,196,75,39
8/1/12,West,Decaf Irish Cream,Coffee,134,19,44
1/1/12,Central,Decaf Irish Cream,Coffee,162,52,37
11/1/12,East,Darjeeling,Tea,32,5,20
12/1/13,Central,Caffe Mocha,Espresso,313,152,67
9/1/12,Central,Decaf Irish Cream,Coffee,161,63,52
8/1/12,East,Mint,Herbal Tea,130,22,53
9/1/13,East,Mint,Herbal Tea,266,123,55
1/1/12,West,Decaf Irish Cream,Coffee,221,21,99
12/1/13,West,Lemon,Herbal Tea,119,29,36
11/1/12,West,Decaf Espresso,Espresso,96,38,24
8/1/13,West,Decaf Irish Cream,Coffee,96,38,40
2/1/12,South,Lemon,Herbal Tea,135,14,45
8/1/12,West,Chamomile,Herbal Tea,301,92,66
4/1/13,East,Amaretto,Coffee,566,275,121
4/1/12,South,Decaf Irish Cream,Coffee,168,34,52
6/1/12,East,Chamomile,Herbal Tea,291,48,66
9/1/13,East,Lemon,Herbal Tea,622,200,98
5/1/13,Central,Decaf Irish Cream,Coffee,132,51,38
8/1/13,Central,Chamomile,Herbal Tea,82,30,19
10/1/12,West,Darjeeling,Tea,88,-2,40
7/1/12,West,Decaf Irish Cream,Coffee,137,17,73
2/1/12,Central,Mint,Herbal Tea,229,64,33
10/1/12,East,Darjeeling,Tea,64,14,19
8/1/12,Central,Darjeeling,Tea,595,239,102
2/1/13,West,Darjeeling,Tea,158,74,45
5/1/12,East,Lemon,Herbal Tea,133,37,52
11/1/12,West,Decaf Irish Cream,Coffee,73,15,23
1/1/12,West,Decaf Irish Cream,Coffee,124,8,47
9/1/13,Central,Decaf Irish Cream,Coffee,213,69,53
11/1/12,East,Darjeeling,Tea,32,4,20
10/1/13,West,Lemon,Herbal Tea,286,142,45
2/1/12,East,Lemon,Herbal Tea,152,0,52
2/1/12,West,Chamomile,Herbal Tea,231,98,41
5/1/13,Central,Decaf Irish Cream,Coffee,103,36,23
7/1/12,West,Mint,Herbal Tea,243,132,66
12/1/12,West,Lemon,Herbal Tea,51,-7,45
9/1/13,West,Decaf Espresso,Espresso,144,46,39
5/1/13,West,Chamomile,Herbal Tea,70,42,18
9/1/13,Central,Decaf Irish Cream,Coffee,259,58,52
2/1/12,South,Caffe Mocha,Espresso,109,41,22
12/1/13,West,Decaf Espresso,Espresso,75,37,15
10/1/12,West,Decaf Espresso,Espresso,190,88,54
8/1/12,West,Lemon,Herbal Tea,199,25,71
3/1/12,East,Mint,Herbal Tea,122,30,38
3/1/12,South,Decaf Espresso,Espresso,181,71,32
2/1/12,Central,Darjeeling,Tea,205,133,40
5/1/13,East,Decaf Irish Cream,Coffee,565,278,119
10/1/12,West,Earl Grey,Tea,249,84,48
8/1/12,West,Decaf Irish Cream,Coffee,136,25,58
2/1/12,Central,Mint,Herbal Tea,210,64,35
10/1/13,West,Caffe Mocha,Espresso,239,68,44
1/1/12,South,Decaf Irish Cream,Coffee,136,51,41
11/1/12,West,Decaf Espresso,Espresso,91,27,17
8/1/12,West,Decaf Irish Cream,Coffee,177,36,67
10/1/12,South,Chamomile,Herbal Tea,163,38,67
2/1/13,West,Decaf Irish Cream,Coffee,154,3,89
7/1/13,Central,Decaf Irish Cream,Coffee,122,32,36
2/1/12,South,Lemon,Herbal Tea,58,23,28
4/1/12,South,Chamomile,Herbal Tea,114,41,41
12/1/12,East,Caffe Mocha,Espresso,79,7,51
11/1/13,East,Decaf Espresso,Espresso,201,29,56
4/1/12,West,Caffe Mocha,Espresso,165,86,46
1/1/13,West,Caffe Latte,Espresso,462,173,89
7/1/12,West,Chamomile,Herbal Tea,269,41,59
10/1/12,South,Lemon,Herbal Tea,81,10,21
9/1/13,South,Decaf Espresso,Espresso,160,99,40
10/1/13,West,Chamomile,Herbal Tea,640,208,101
8/1/12,West,Lemon,Herbal Tea,73,19,47
7/1/12,Central,Lemon,Herbal Tea,52,11,15
7/1/12,Central,Darjeeling,Tea,181,8,51
2/1/12,South,Caffe Latte,Espresso,224,63,52
10/1/12,Central,Lemon,Herbal Tea,295,93,44
5/1/12,Central,Decaf Irish Cream,Coffee,136,31,53
10/1/12,South,Decaf Irish Cream,Coffee,295,97,56
9/1/13,South,Caffe Mocha,Espresso,136,42,28
2/1/12,East,Mint,Herbal Tea,105,20,21
11/1/12,East,Darjeeling,Tea,62,10,21
4/1/13,Central,Decaf Espresso,Espresso,174,47,40
2/1/12,West,Decaf Espresso,Espresso,108,8,64
12/1/12,West,Decaf Irish Cream,Coffee,151,33,47
5/1/13,South,Decaf Irish Cream,Coffee,122,57,39
5/1/13,Central,Decaf Irish Cream,Coffee,153,58,34
4/1/13,Central,Lemon,Herbal Tea,202,59,39
11/1/12,Central,Decaf Irish Cream,Coffee,446,123,95
4/1/13,South,Lemon,Herbal Tea,150,43,41
7/1/12,West,Darjeeling,Tea,619,216,129
9/1/13,West,Lemon,Herbal Tea,595,197,109
10/1/12,Central,Darjeeling,Tea,94,-6,40
2/1/12,West,Chamomile,Herbal Tea,151,54,49
2/1/12,West,Caffe Latte,Espresso,60,25,22
11/1/12,East,Darjeeling,Tea,131,23,41
1/1/13,West,Chamomile,Herbal Tea,377,147,48
2/1/12,Central,Decaf Irish Cream,Coffee,232,112,34
8/1/12,East,Decaf Irish Cream,Coffee,263,25,151
8/1/12,West,Decaf Irish Cream,Coffee,161,35,47
9/1/13,Central,Decaf Irish Cream,Coffee,228,134,50
2/1/13,Central,Decaf Irish Cream,Coffee,341,136,92
1/1/13,South,Decaf Irish Cream,Coffee,144,49,51
1/1/13,South,Caffe Latte,Espresso,232,56,60
5/1/13,East,Regular Espresso,Espresso,49,-30,64
7/1/12,Central,Decaf Espresso,Espresso,285,79,68
4/1/12,Central,Lemon,Herbal Tea,63,24,30
11/1/13,South,Decaf Espresso,Espresso,236,99,36
9/1/12,West,Decaf Irish Cream,Coffee,140,-3,61
5/1/13,East,Decaf Irish Cream,Coffee,284,129,42
1/1/12,West,Decaf Irish Cream,Coffee,206,8,131
2/1/12,Central,Amaretto,Coffee,106,53,43
3/1/12,East,Darjeeling,Tea,54,9,19
9/1/13,Central,Mint,Herbal Tea,231,102,56
11/1/12,East,Darjeeling,Tea,57,20,37
4/1/13,West,Darjeeling,Tea,200,121,35
4/1/12,Central,Decaf Irish Cream,Coffee,114,41,29
7/1/12,West,Decaf Espresso,Espresso,331,103,45
7/1/13,West,Decaf Espresso,Espresso,54,26,30
4/1/12,South,Decaf Irish Cream,Coffee,82,6,73
8/1/13,East,Chamomile,Herbal Tea,58,13,18
12/1/12,Central,Darjeeling,Tea,139,34,43
10/1/12,South,Caffe Mocha,Espresso,304,103,66
12/1/12,Central,Decaf Irish Cream,Coffee,135,62,38
5/1/12,East,Decaf Espresso,Espresso,109,30,22
2/1/12,East,Mint,Herbal Tea,229,164,61
1/1/13,Central,Decaf Irish Cream,Coffee,342,30,158
2/1/12,Central,Decaf Irish Cream,Coffee,229,73,52
11/1/13,South,Decaf Irish Cream,Coffee,138,-5,48
2/1/13,South,Decaf Irish Cream,Coffee,80,32,18
10/1/12,East,Decaf Espresso,Espresso,59,0,39
1/1/13,East,Chamomile,Herbal Tea,134,48,48
2/1/12,East,Decaf Espresso,Espresso,125,38,46
3/1/13,Central,Amaretto,Coffee,329,139,42
2/1/12,West,Decaf Irish Cream,Coffee,112,19,43
8/1/12,East,Lemon,Herbal Tea,97,0,53
8/1/12,West,Decaf Irish Cream,Coffee,198,36,56
11/1/13,Central,Darjeeling,Tea,131,50,44
10/1/13,West,Darjeeling,Tea,356,154,113
5/1/13,East,Decaf Irish Cream,Coffee,521,216,133
8/1/12,East,Regular Espresso,Espresso,351,94,67
9/1/13,East,Darjeeling,Tea,85,38,31
5/1/12,East,Chamomile,Herbal Tea,106,25,45
2/1/12,East,Darjeeling,Tea,55,12,21
8/1/13,Central,Lemon,Herbal Tea,100,22,25
3/1/13,Central,Decaf Irish Cream,Coffee,248,74,114
10/1/12,East,Darjeeling,Tea,101,9,21
2/1/12,South,Caffe Mocha,Espresso,99,-2,72
3/1/13,East,Decaf Irish Cream,Coffee,206,40,44
1/1/12,Central,Decaf Irish Cream,Coffee,224,109,34
10/1/12,West,Decaf Irish Cream,Coffee,184,97,41
4/1/12,West,Decaf Irish Cream,Coffee,185,17,89
12/1/13,South,Chamomile,Herbal Tea,89,35,33
3/1/13,Central,Decaf Irish Cream,Coffee,254,103,37
7/1/12,East,Decaf Espresso,Espresso,340,124,59
4/1/12,South,Chamomile,Herbal Tea,124,31,40
5/1/13,South,Decaf Irish Cream,Coffee,66,24,22
8/1/12,West,Decaf Irish Cream,Coffee,260,23,136
2/1/12,East,Lemon,Herbal Tea,112,0,45
11/1/12,Central,Darjeeling,Tea,71,10,48
4/1/12,East,Caffe Mocha,Espresso,90,-6,66
5/1/13,East,Decaf Irish Cream,Coffee,185,70,59
5/1/13,South,Caffe Mocha,Espresso,63,40,18
5/1/12,West,Mint,Herbal Tea,154,31,50
2/1/12,South,Decaf Espresso,Espresso,131,19,43
4/1/12,West,Decaf Espresso,Espresso,82,-2,44
2/1/12,South,Decaf Espresso,Espresso,268,89,55
3/1/13,Central,Decaf Irish Cream,Coffee,159,-10,76
5/1/12,Central,Darjeeling,Tea,151,31,39
2/1/13,West,Decaf Espresso,Espresso,219,119,69
9/1/13,West,Darjeeling,Tea,217,112,53
7/1/12,East,Decaf Irish Cream,Coffee,236,38,68
8/1/12,East,Mint,Herbal Tea,100,33,38
5/1/12,West,Decaf Espresso,Espresso,94,13,25
9/1/13,Central,Decaf Irish Cream,Coffee,241,79,55
5/1/12,Central,Decaf Irish Cream,Coffee,131,23,46
8/1/13,Central,Decaf Irish Cream,Coffee,145,54,45
8/1/12,East,Lemon,Herbal Tea,143,17,69
9/1/13,East,Darjeeling,Tea,86,20,37
1/1/13,West,Mint,Herbal Tea,139,41,42
8/1/12,West,Darjeeling,Tea,580,160,95
3/1/12,West,Decaf Espresso,Espresso,286,144,85
4/1/12,West,Darjeeling,Tea,125,12,30
5/1/12,Central,Decaf Irish Cream,Coffee,87,21,34
2/1/13,South,Decaf Irish Cream,Coffee,210,64,42
8/1/12,West,Decaf Irish Cream,Coffee,132,12,44
4/1/13,East,Decaf Irish Cream,Coffee,555,557,95
3/1/12,East,Darjeeling,Tea,124,30,47
3/1/12,Central,Darjeeling,Tea,99,20,36
7/1/12,Central,Mint,Herbal Tea,220,81,43
5/1/12,West,Caffe Latte,Espresso,266,98,63
1/1/12,Central,Decaf Irish Cream,Coffee,215,76,40
2/1/12,Central,Decaf Espresso,Espresso,121,36,47
2/1/12,Central,Mint,Herbal Tea,140,75,33
5/1/13,South,Caffe Mocha,Espresso,126,59,32
11/1/12,West,Darjeeling,Tea,96,31,23
9/1/13,East,Darjeeling,Tea,201,89,34
8/1/12,East,Chamomile,Herbal Tea,162,81,64
8/1/12,West,Lemon,Herbal Tea,627,188,150
5/1/13,South,Decaf Irish Cream,Coffee,125,36,27
1/1/13,East,Decaf Irish Cream,Coffee,409,275,119
8/1/12,Central,Decaf Irish Cream,Coffee,176,40,43
10/1/12,West,Decaf Espresso,Espresso,209,80,60
11/1/12,West,Caffe Latte,Espresso,83,1,21
6/1/12,West,Decaf Irish Cream,Coffee,120,39,44
2/1/12,Central,Decaf Irish Cream,Coffee,227,132,77
10/1/12,South,Caffe Mocha,Espresso,34,5,15
4/1/12,West,Darjeeling,Tea,129,42,37
1/1/12,Central,Caffe Mocha,Espresso,210,97,41
9/1/13,West,Lemon,Herbal Tea,637,295,131
10/1/12,West,Mint,Herbal Tea,242,16,94
8/1/12,West,Decaf Irish Cream,Coffee,83,18,42
7/1/13,Central,Decaf Irish Cream,Coffee,49,19,16
10/1/13,South,Decaf Espresso,Espresso,294,101,54
1/1/12,West,Decaf Irish Cream,Coffee,198,2,130
1/1/13,East,Decaf Irish Cream,Coffee,153,67,44
10/1/13,East,Colombian,Coffee,299,112,122
8/1/12,West,Darjeeling,Tea,317,162,96
5/1/13,South,Decaf Irish Cream,Coffee,187,53,50
2/1/12,West,Darjeeling,Tea,195,62,42
10/1/12,Central,Lemon,Herbal Tea,61,10,18
1/1/12,West,Decaf Espresso,Espresso,121,9,43
2/1/13,South,Decaf Irish Cream,Coffee,98,43,22
3/1/13,Central,Mint,Herbal Tea,248,181,40
2/1/13,South,Lemon,Herbal Tea,256,123,66
9/1/13,West,Decaf Irish Cream,Coffee,130,31,35
2/1/12,West,Mint,Herbal Tea,293,114,39
12/1/12,West,Decaf Espresso,Espresso,195,30,58
9/1/12,East,Lemon,Herbal Tea,239,134,116
7/1/12,South,Caffe Mocha,Espresso,209,64,60
5/1/13,West,Decaf Irish Cream,Coffee,165,48,57
3/1/13,East,Decaf Irish Cream,Coffee,560,340,122
8/1/12,West,Lemon,Herbal Tea,294,25,72
1/1/13,West,Decaf Espresso,Espresso,217,49,47
10/1/12,West,Darjeeling,Tea,200,94,37
6/1/13,West,Caffe Latte,Espresso,505,186,85
8/1/12,West,Decaf Irish Cream,Coffee,135,20,45
8/1/12,West,Decaf Irish Cream,Coffee,150,28,68
6/1/13,Central,Caffe Mocha,Espresso,527,169,54
3/1/12,South,Caffe Mocha,Espresso,149,79,49
8/1/12,West,Darjeeling,Tea,559,220,92
10/1/12,West,Lemon,Herbal Tea,105,9,42
9/1/13,West,Darjeeling,Tea,202,92,34
8/1/13,Central,Lemon,Herbal Tea,71,6,24
11/1/12,West,Lemon,Herbal Tea,80,22,17
4/1/12,East,Mint,Herbal Tea,200,52,50
10/1/12,West,Decaf Irish Cream,Coffee,137,29,53
7/1/12,East,Mint,Herbal Tea,132,5,68
11/1/12,East,Darjeeling,Tea,77,4,42
8/1/12,East,Chamomile,Herbal Tea,76,9,18
2/1/12,East,Decaf Espresso,Espresso,60,22,22
4/1/12,Central,Darjeeling,Tea,139,52,79
7/1/13,Central,Darjeeling,Tea,66,39,32
4/1/13,Central,Decaf Irish Cream,Coffee,189,50,38
10/1/12,South,Caffe Mocha,Espresso,172,35,52
1/1/12,East,Decaf Irish Cream,Coffee,181,134,94
1/1/12,East,Decaf Irish Cream,Coffee,314,301,93
11/1/13,Central,Caffe Mocha,Espresso,556,164,41
5/1/13,Central,Mint,Herbal Tea,138,-13,67
7/1/12,Central,Decaf Irish Cream,Coffee,59,-3,27
4/1/12,South,Lemon,Herbal Tea,265,144,49
10/1/13,Central,Decaf Irish Cream,Coffee,312,160,108
5/1/12,East,Decaf Espresso,Espresso,95,28,36
8/1/12,East,Decaf Irish Cream,Coffee,210,50,63
5/1/13,Central,Decaf Irish Cream,Coffee,51,13,34
10/1/13,East,Decaf Irish Cream,Coffee,337,120,60
10/1/13,South,Decaf Irish Cream,Coffee,131,41,25
12/1/12,Central,Decaf Irish Cream,Coffee,71,13,38
12/1/12,Central,Decaf Irish Cream,Coffee,52,9,35
8/1/13,East,Lemon,Herbal Tea,806,368,95
9/1/13,Central,Decaf Irish Cream,Coffee,625,258,42
10/1/12,South,Decaf Irish Cream,Coffee,38,8,17
11/1/13,Central,Caffe Mocha,Espresso,314,159,100
1/1/12,West,Decaf Irish Cream,Coffee,120,-11,61
7/1/12,West,Chamomile,Herbal Tea,182,-4,67
8/1/13,Central,Darjeeling,Tea,576,245,99
2/1/13,East,Lemon,Herbal Tea,257,63,46
1/1/13,Central,Caffe Mocha,Espresso,392,142,90
2/1/12,West,Caffe Latte,Espresso,103,29,26
7/1/13,West,Decaf Irish Cream,Coffee,80,14,26
10/1/12,West,Decaf Espresso,Espresso,289,101,117
1/1/13,East,Decaf Espresso,Espresso,36,22,20
2/1/13,Central,Decaf Irish Cream,Coffee,211,110,45
1/1/12,Central,Decaf Irish Cream,Coffee,125,64,38
8/1/12,South,Caffe Mocha,Espresso,72,8,20
9/1/13,West,Decaf Espresso,Espresso,76,38,15
5/1/13,South,Lemon,Herbal Tea,91,38,22
1/1/13,East,Decaf Espresso,Espresso,127,51,25
5/1/12,West,Decaf Irish Cream,Coffee,80,9,38
1/1/13,Central,Mint,Herbal Tea,213,69,43
9/1/13,West,Mint,Herbal Tea,242,104,49
1/1/13,West,Chamomile,Herbal Tea,96,47,28
2/1/12,Central,Lemon,Herbal Tea,143,85,41
5/1/12,East,Decaf Espresso,Espresso,130,41,44
2/1/13,Central,Decaf Irish Cream,Coffee,91,58,25
10/1/12,West,Darjeeling,Tea,167,73,51
5/1/13,Central,Decaf Irish Cream,Coffee,102,29,41
3/1/12,West,Darjeeling,Tea,104,5,36
2/1/12,Central,Lemon,Herbal Tea,52,19,27
2/1/13,West,Darjeeling,Tea,128,8,49
3/1/12,West,Chamomile,Herbal Tea,94,28,32
1/1/13,Central,Darjeeling,Tea,361,170,85
4/1/12,South,Caffe Mocha,Espresso,122,39,38
1/1/13,East,Lemon,Herbal Tea,87,16,53
1/1/12,Central,Decaf Irish Cream,Coffee,216,111,40
12/1/12,West,Decaf Irish Cream,Coffee,107,18,59
3/1/12,East,Mint,Herbal Tea,117,28,37
10/1/12,Central,Lemon,Herbal Tea,52,-4,19
9/1/13,Central,Decaf Irish Cream,Coffee,249,125,52
8/1/13,Central,Decaf Irish Cream,Coffee,59,10,15
5/1/12,West,Decaf Irish Cream,Coffee,135,29,37
2/1/12,West,Decaf Irish Cream,Coffee,120,26,57
2/1/12,East,Amaretto,Coffee,213,69,49
5/1/13,South,Decaf Irish Cream,Coffee,67,34,20
8/1/12,West,Chamomile,Herbal Tea,587,177,136
5/1/13,Central,Chamomile,Herbal Tea,67,-8,43
8/1/12,East,Lemon,Herbal Tea,82,17,38
2/1/12,West,Caffe Mocha,Espresso,119,51,31
9/1/12,South,Lemon,Herbal Tea,70,15,30
2/1/12,West,Caffe Latte,Espresso,67,24,20
9/1/13,West,Chamomile,Herbal Tea,243,135,51
12/1/12,Central,Darjeeling,Tea,120,14,43
12/1/12,South,Decaf Espresso,Espresso,125,13,43
5/1/12,West,Decaf Irish Cream,Coffee,138,35,41
1/1/12,Central,Lemon,Herbal Tea,145,-21,57
5/1/13,Central,Caffe Mocha,Espresso,478,226,86
11/1/12,West,Caffe Latte,Espresso,94,33,31
10/1/13,West,Darjeeling,Tea,353,174,50
9/1/13,East,Chamomile,Herbal Tea,241,82,42
10/1/12,East,Darjeeling,Tea,70,-9,38
8/1/12,West,Lemon,Herbal Tea,265,15,155
9/1/13,West,Chamomile,Herbal Tea,92,43,35
6/1/13,Central,Darjeeling,Tea,598,259,117
4/1/13,South,Decaf Espresso,Espresso,514,186,86
7/1/12,East,Decaf Irish Cream,Coffee,340,192,70
10/1/12,West,Amaretto,Coffee,65,8,22
8/1/12,South,Caffe Mocha,Espresso,72,17,23
2/1/12,East,Darjeeling,Tea,60,30,21
5/1/13,West,Decaf Irish Cream,Coffee,82,42,34
4/1/13,Central,Decaf Irish Cream,Coffee,224,62,59
5/1/12,East,Lemon,Herbal Tea,106,19,36
8/1/13,South,Lemon,Herbal Tea,82,24,30
7/1/12,East,Lemon,Herbal Tea,116,14,50
8/1/13,Central,Decaf Irish Cream,Coffee,226,60,45
12/1/12,Central,Decaf Irish Cream,Coffee,272,153,64
6/1/13,Central,Darjeeling,Tea,545,184,60
5/1/13,Central,Decaf Irish Cream,Coffee,278,48,58
3/1/13,Central,Decaf Irish Cream,Coffee,240,102,90
5/1/13,South,Decaf Irish Cream,Coffee,189,57,63
5/1/12,East,Decaf Espresso,Espresso,146,32,57
1/1/12,South,Caffe Mocha,Espresso,280,116,90
5/1/13,East,Lemon,Herbal Tea,494,183,100
10/1/13,West,Caffe Latte,Espresso,77,34,24
10/1/12,East,Caffe Mocha,Espresso,259,79,61
2/1/12,Central,Chamomile,Herbal Tea,249,124,40
8/1/12,West,Decaf Irish Cream,Coffee,97,7,48
2/1/12,West,Lemon,Herbal Tea,213,65,49
11/1/13,Central,Decaf Irish Cream,Coffee,496,121,89
11/1/12,South,Caffe Mocha,Espresso,300,105,58
5/1/13,West,Lemon,Herbal Tea,539,288,113
12/1/12,Central,Decaf Irish Cream,Coffee,201,82,45
7/1/12,Central,Darjeeling,Tea,235,104,43
3/1/12,West,Decaf Irish Cream,Coffee,120,4,98
5/1/12,West,Decaf Espresso,Espresso,427,181,94
11/1/12,West,Decaf Irish Cream,Coffee,74,16,36
7/1/12,East,Darjeeling,Tea,60,20,16
2/1/12,South,Lemon,Herbal Tea,65,20,26
7/1/12,South,Caffe Mocha,Espresso,208,72,66
11/1/13,South,Decaf Irish Cream,Coffee,284,118,71
1/1/12,East,Darjeeling,Tea,140,10,42
5/1/13,Central,Decaf Irish Cream,Coffee,58,39,28
9/1/13,East,Lemon,Herbal Tea,172,39,61
6/1/12,South,Decaf Irish Cream,Coffee,103,7,37
3/1/13,Central,Earl Grey,Tea,229,77,42
12/1/12,Central,Amaretto,Coffee,128,63,37
3/1/12,Central,Decaf Irish Cream,Coffee,282,144,43
10/1/13,West,Darjeeling,Tea,686,237,99
8/1/12,South,Decaf Irish Cream,Coffee,143,39,50
12/1/12,Central,Caffe Mocha,Espresso,111,58,40
1/1/13,East,Caffe Mocha,Espresso,157,53,58
2/1/13,South,Decaf Espresso,Espresso,164,105,53
6/1/13,Central,Chamomile,Herbal Tea,501,160,101
2/1/12,West,Caffe Mocha,Espresso,145,14,62
5/1/13,South,Lemon,Herbal Tea,95,28,38
3/1/12,West,Lemon,Herbal Tea,112,46,38
8/1/12,West,Decaf Irish Cream,Coffee,217,12,131
12/1/12,Central,Decaf Irish Cream,Coffee,178,55,45
10/1/13,West,Earl Grey,Tea,25,-30,95
10/1/12,West,Decaf Espresso,Espresso,85,39,16
5/1/12,West,Decaf Irish Cream,Coffee,134,15,49
8/1/13,South,Lemon,Herbal Tea,97,14,17
9/1/13,Central,Decaf Irish Cream,Coffee,189,45,61
8/1/12,West,Darjeeling,Tea,67,15,40
4/1/12,South,Caffe Mocha,Espresso,119,63,38
10/1/12,Central,Lemon,Herbal Tea,62,-15,27
2/1/13,West,Decaf Irish Cream,Coffee,139,50,25
10/1/13,West,Decaf Espresso,Espresso,633,199,130
7/1/12,Central,Decaf Espresso,Espresso,294,77,60
4/1/12,West,Decaf Espresso,Espresso,110,8,43
5/1/13,West,Decaf Irish Cream,Coffee,189,59,67
10/1/12,East,Decaf Espresso,Espresso,173,68,45
2/1/13,East,Caffe Mocha,Espresso,198,91,79
3/1/13,Central,Decaf Irish Cream,Coffee,219,111,38
11/1/12,West,Decaf Espresso,Espresso,136,40,30
8/1/12,Central,Chamomile,Herbal Tea,331,126,62
5/1/13,West,Caffe Mocha,Espresso,111,-30,73
11/1/12,West,Caffe Latte,Espresso,81,18,23
12/1/12,West,Decaf Irish Cream,Coffee,95,5,47
2/1/12,Central,Decaf Irish Cream,Coffee,203,101,37
5/1/13,Central,Mint,Herbal Tea,253,146,35
10/1/12,South,Decaf Irish Cream,Coffee,51,8,20
9/1/13,South,Decaf Irish Cream,Coffee,130,63,33
10/1/13,Central,Chamomile,Herbal Tea,600,228,102
8/1/13,Central,Chamomile,Herbal Tea,37,24,26
12/1/12,Central,Decaf Irish Cream,Coffee,113,19,48
5/1/12,East,Decaf Irish Cream,Coffee,202,31,55
7/1/12,West,Decaf Espresso,Espresso,188,53,70
11/1/13,Central,Darjeeling,Tea,80,9,22
7/1/12,East,Lemon,Herbal Tea,121,3,74
12/1/12,West,Decaf Irish Cream,Coffee,93,-2,41
1/1/13,West,Decaf Irish Cream,Coffee,208,27,42
3/1/12,East,Mint,Herbal Tea,141,40,44
10/1/12,Central,Darjeeling,Tea,97,-18,40
10/1/12,East,Chamomile,Herbal Tea,81,13,19
10/1/12,South,Decaf Irish Cream,Coffee,94,33,30
5/1/12,East,Darjeeling,Tea,113,21,22
5/1/13,South,Decaf Irish Cream,Coffee,77,51,23
9/1/12,West,Decaf Irish Cream,Coffee,246,32,64
3/1/13,Central,Caffe Mocha,Espresso,336,140,40
8/1/13,Central,Chamomile,Herbal Tea,74,39,25
10/1/13,Central,Chamomile,Herbal Tea,344,198,97
5/1/13,South,Decaf Irish Cream,Coffee,49,17,18
2/1/12,South,Decaf Espresso,Espresso,189,81,53
3/1/13,East,Lemon,Herbal Tea,707,213,120
9/1/13,East,Decaf Espresso,Espresso,57,37,17
3/1/13,Central,Darjeeling,Tea,149,-1,43
8/1/12,West,Decaf Irish Cream,Coffee,181,21,59
12/1/12,Central,Lemon,Herbal Tea,95,11,38
2/1/13,South,Caffe Mocha,Espresso,141,52,25
8/1/12,East,Caffe Mocha,Espresso,358,110,63
6/1/13,West,Decaf Espresso,Espresso,562,180,102
9/1/13,West,Chamomile,Herbal Tea,611,253,102
7/1/12,West,Lemon,Herbal Tea,137,47,33
1/1/13,Central,Decaf Irish Cream,Coffee,114,58,40
8/1/12,West,Decaf Irish Cream,Coffee,114,24,40
11/1/13,Central,Decaf Irish Cream,Coffee,329,133,37
12/1/12,South,Caffe Mocha,Espresso,96,5,24
2/1/13,East,Decaf Irish Cream,Coffee,295,135,58
10/1/12,Central,Decaf Irish Cream,Coffee,278,108,59
1/1/13,West,Decaf Irish Cream,Coffee,138,32,36
7/1/13,East,Darjeeling,Tea,109,31,31
9/1/13,Central,Decaf Irish Cream,Coffee,142,60,37
12/1/12,East,Regular Espresso,Espresso,120,14,56
1/1/13,East,Mint,Herbal Tea,73,33,36
8/1/12,West,Lemon,Herbal Tea,281,91,59
8/1/13,West,Decaf Irish Cream,Coffee,51,13,27
8/1/12,West,Decaf Irish Cream,Coffee,79,18,24
8/1/12,West,Mint,Herbal Tea,208,16,61
6/1/13,East,Colombian,Coffee,500,191,106
7/1/13,West,Chamomile,Herbal Tea,506,271,93
2/1/12,South,Decaf Irish Cream,Coffee,147,26,55
1/1/13,East,Darjeeling,Tea,134,50,37
2/1/12,West,Chamomile,Herbal Tea,531,132,118
5/1/13,West,Lemon,Herbal Tea,493,238,108
1/1/13,West,Darjeeling,Tea,213,64,54
2/1/12,East,Mint,Herbal Tea,144,-9,55
8/1/12,West,Earl Grey,Tea,172,92,41
9/1/12,West,Decaf Espresso,Espresso,89,16,24
1/1/13,West,Lemon,Herbal Tea,271,116,59
8/1/12,Central,Lemon,Herbal Tea,70,16,19
6/1/13,West,Decaf Espresso,Espresso,521,191,88
3/1/12,West,Darjeeling,Tea,52,10,33
10/1/12,Central,Decaf Irish Cream,Coffee,209,90,61
5/1/13,Central,Amaretto,Coffee,67,21,42
5/1/13,West,Caffe Mocha,Espresso,122,58,35
10/1/12,West,Darjeeling,Tea,211,109,40
1/1/12,Central,Decaf Irish Cream,Coffee,261,113,37
5/1/13,South,Lemon,Herbal Tea,199,53,57
8/1/12,Central,Decaf Irish Cream,Coffee,346,132,45
5/1/12,West,Decaf Espresso,Espresso,156,41,45
9/1/12,West,Decaf Irish Cream,Coffee,144,2,54
4/1/12,South,Caffe Latte,Espresso,145,2,49
10/1/13,West,Darjeeling,Tea,523,127,111
11/1/13,Central,Darjeeling,Tea,72,8,23
5/1/13,Central,Caffe Mocha,Espresso,631,283,110
2/1/12,Central,Chamomile,Herbal Tea,244,80,33
8/1/12,Central,Decaf Irish Cream,Coffee,229,114,66
3/1/13,Central,Caffe Mocha,Espresso,140,26,42
5/1/13,South,Decaf Irish Cream,Coffee,118,41,43
8/1/12,East,Chamomile,Herbal Tea,329,102,63
1/1/12,East,Lemon,Herbal Tea,217,12,62
8/1/12,South,Decaf Irish Cream,Coffee,548,179,100
5/1/12,East,Mint,Herbal Tea,192,38,49
