Ddate,Sales,Profit,Expenses
2012-05-01,87,21,34
2013-02-01,210,64,42
2012-08-01,132,12,44
2013-04-01,555,557,95
2012-03-01,124,30,47
2012-03-01,99,20,36
2012-07-01,220,81,43
2012-05-01,266,98,63
2012-01-01,215,76,40
2012-02-01,121,36,47
2012-02-01,140,75,33
2013-05-01,126,59,32
2012-11-01,96,31,23
2013-09-01,201,89,34
2012-08-01,162,81,64
2012-08-01,627,188,150
2013-05-01,125,36,27
2013-01-01,409,275,119
2012-08-01,176,40,43
2012-10-01,209,80,60
2012-11-01,83,1,21
2012-06-01,120,39,44
2012-02-01,227,132,77
2012-10-01,34,5,15
2012-04-01,129,42,37
2012-01-01,210,97,41
2013-09-01,637,295,131
2012-10-01,242,16,94
2012-08-01,83,18,42
2013-07-01,49,19,16
2013-10-01,294,101,54
2012-01-01,198,2,130
2013-01-01,153,67,44
2013-10-01,299,112,122
2012-08-01,317,162,96
2013-05-01,187,53,50
2012-02-01,195,62,42
2012-10-01,61,10,18
2012-01-01,121,9,43
2013-02-01,98,43,22
2013-03-01,248,181,40
2013-02-01,256,123,66
2013-09-01,130,31,35
2012-02-01,293,114,39
2012-12-01,195,30,58
2012-09-01,239,134,116
2012-07-01,209,64,60
2013-05-01,165,48,57
2013-03-01,560,340,122
2012-08-01,294,25,72
2013-01-01,217,49,47
2012-10-01,200,94,37
2013-06-01,505,186,85
2012-08-01,135,20,45
2012-08-01,150,28,68
2013-06-01,527,169,54
2012-03-01,149,79,49
2012-08-01,559,220,92
2012-10-01,105,9,42
2013-09-01,202,92,34
2013-08-01,71,6,24
2012-11-01,80,22,17
2012-04-01,200,52,50
2012-10-01,137,29,53
2012-07-01,132,5,68
2012-11-01,77,4,42
2012-08-01,76,9,18
2012-02-01,60,22,22
2012-04-01,139,52,79
2013-07-01,66,39,32
2013-04-01,189,50,38
2012-10-01,172,35,52
2012-01-01,181,134,94
2012-01-01,314,301,93
2013-11-01,556,164,41
2013-05-01,138,-13,67
2012-07-01,59,-3,27
2012-04-01,265,144,49
2013-10-01,312,160,108
2012-05-01,95,28,36
2012-08-01,210,50,63
2013-05-01,51,13,34
2013-10-01,337,120,60
2013-10-01,131,41,25
2012-12-01,71,13,38
2012-12-01,52,9,35
2013-08-01,806,368,95
2013-09-01,625,258,42
2012-10-01,38,8,17
2013-11-01,314,159,100
2012-01-01,120,-11,61
2012-07-01,182,-4,67
2013-08-01,576,245,99
2013-02-01,257,63,46
2013-01-01,392,142,90
2012-02-01,103,29,26
2013-07-01,80,14,26
2012-10-01,289,101,117
2013-01-01,36,22,20
2013-02-01,211,110,45
2012-01-01,125,64,38
2012-08-01,72,8,20
2013-09-01,76,38,15
2013-05-01,91,38,22
2013-01-01,127,51,25
2012-05-01,80,9,38
2013-01-01,213,69,43
2013-09-01,242,104,49
2013-01-01,96,47,28
2012-02-01,143,85,41
2012-05-01,130,41,44
2013-02-01,91,58,25
2012-10-01,167,73,51
2013-05-01,102,29,41
2012-03-01,104,5,36
2012-02-01,52,19,27
2013-02-01,128,8,49
2012-03-01,94,28,32
2013-01-01,361,170,85
2012-04-01,122,39,38
2013-01-01,87,16,53
2012-01-01,216,111,40
2012-12-01,107,18,59
2012-03-01,117,28,37
2012-10-01,52,-4,19
2013-09-01,249,125,52
2013-08-01,59,10,15
2012-05-01,135,29,37
2012-02-01,120,26,57
2012-02-01,213,69,49
2013-05-01,67,34,20
2012-08-01,587,177,136
2013-05-01,67,-8,43
2012-08-01,82,17,38
2012-02-01,119,51,31
2012-09-01,70,15,30
2012-02-01,67,24,20
2013-09-01,243,135,51
2012-12-01,120,14,43
2012-12-01,125,13,43
2012-05-01,138,35,41
2012-01-01,145,-21,57
2013-05-01,478,226,86
2012-11-01,94,33,31
2013-10-01,353,174,50
2013-09-01,241,82,42
2012-10-01,70,-9,38
2012-08-01,265,15,155
2013-09-01,92,43,35
2013-06-01,598,259,117
2013-04-01,514,186,86
2012-07-01,340,192,70
2012-10-01,65,8,22
2012-08-01,72,17,23
2012-02-01,60,30,21
2013-05-01,82,42,34
2013-04-01,224,62,59
2012-05-01,106,19,36
2013-08-01,82,24,30
2012-07-01,116,14,50
2013-08-01,226,60,45
2012-12-01,272,153,64
2013-06-01,545,184,60
2013-05-01,278,48,58
2013-03-01,240,102,90
2013-05-01,189,57,63
2012-05-01,146,32,57
2012-01-01,280,116,90
2013-05-01,494,183,100
2013-10-01,77,34,24
2012-10-01,259,79,61
2012-02-01,249,124,40
2012-08-01,97,7,48
2012-02-01,213,65,49
2013-11-01,496,121,89
2012-11-01,300,105,58
2013-05-01,539,288,113
2012-12-01,201,82,45
2012-07-01,235,104,43
2012-03-01,120,4,98
2012-05-01,427,181,94
2012-11-01,74,16,36
2012-07-01,60,20,16
2012-02-01,65,20,26
2012-07-01,208,72,66
2013-11-01,284,118,71
2012-01-01,140,10,42
2013-05-01,58,39,28
2013-09-01,172,39,61
2012-06-01,103,7,37
2013-03-01,229,77,42
2012-12-01,128,63,37
2012-03-01,282,144,43
2013-10-01,686,237,99
2012-08-01,143,39,50
2012-12-01,111,58,40
2013-01-01,157,53,58
2013-02-01,164,105,53
2013-06-01,501,160,101
2012-02-01,145,14,62
2013-05-01,95,28,38
2012-03-01,112,46,38
2012-08-01,217,12,131
2012-12-01,178,55,45
2013-10-01,25,-30,95
2012-10-01,85,39,16
2012-05-01,134,15,49
2013-08-01,97,14,17
2013-09-01,189,45,61
2012-08-01,67,15,40
2012-04-01,119,63,38
2012-10-01,62,-15,27
2013-02-01,139,50,25
2013-10-01,633,199,130
2012-07-01,294,77,60
2012-04-01,110,8,43
2013-05-01,189,59,67
2012-10-01,173,68,45
2013-02-01,198,91,79
2013-03-01,219,111,38
2012-11-01,136,40,30
2012-08-01,331,126,62
2013-05-01,111,-30,73
2012-11-01,81,18,23
2012-12-01,95,5,47
2012-02-01,203,101,37
2013-05-01,253,146,35
2012-10-01,51,8,20
2013-09-01,130,63,33
2013-10-01,600,228,102
2013-08-01,37,24,26
2012-12-01,113,19,48
2012-05-01,202,31,55
2012-07-01,188,53,70
2013-11-01,80,9,22
2012-07-01,121,3,74
2012-12-01,93,-2,41
2013-01-01,208,27,42
2012-03-01,141,40,44
2012-10-01,97,-18,40
2012-10-01,81,13,19
2012-10-01,94,33,30
2012-05-01,113,21,22
2013-05-01,77,51,23
2012-09-01,246,32,64
2013-03-01,336,140,40
2013-08-01,74,39,25
2013-10-01,344,198,97
2013-05-01,49,17,18
2012-02-01,189,81,53
2013-03-01,707,213,120
2013-09-01,57,37,17
2013-03-01,149,-1,43
2012-08-01,181,21,59
2012-12-01,95,11,38
2013-02-01,141,52,25
2012-08-01,358,110,63
2013-06-01,562,180,102
2013-09-01,611,253,102
2012-07-01,137,47,33
2013-01-01,114,58,40
2012-08-01,114,24,40
2013-11-01,329,133,37
2012-12-01,96,5,24
2013-02-01,295,135,58
2012-10-01,278,108,59
2013-01-01,138,32,36
2013-07-01,109,31,31
2013-09-01,142,60,37
2012-12-01,120,14,56
2013-01-01,73,33,36
2012-08-01,281,91,59
2013-08-01,51,13,27
2012-08-01,79,18,24
2012-08-01,208,16,61
2013-06-01,500,191,106
2013-07-01,506,271,93
2012-02-01,147,26,55
2013-01-01,134,50,37
2012-02-01,531,132,118
2013-05-01,493,238,108
2013-01-01,213,64,54
2012-02-01,144,-9,55
2012-08-01,172,92,41
2012-09-01,89,16,24
2013-01-01,271,116,59
2012-08-01,70,16,19
2013-06-01,521,191,88
2012-03-01,52,10,33
2012-10-01,209,90,61
2013-05-01,67,21,42
2013-05-01,122,58,35
2012-10-01,211,109,40
2012-01-01,261,113,37
2013-05-01,199,53,57
2012-08-01,346,132,45
2012-05-01,156,41,45
2012-09-01,144,2,54
2012-04-01,145,2,49
2013-10-01,523,127,111
2013-11-01,72,8,23
2013-05-01,631,283,110
2012-02-01,244,80,33
2012-08-01,229,114,66
2013-03-01,140,26,42
2013-05-01,118,41,43
2012-08-01,329,102,63
2012-01-01,217,12,62
2012-08-01,548,179,100
2012-05-01,192,38,49
2013-01-01,68,1,23
2013-11-01,134,39,41
2013-08-01,88,5,14
2012-12-01,126,33,43
2012-04-01,112,36,36
2012-12-01,137,17,36
2012-01-01,126,56,50
2013-08-01,71,38,25
2013-08-01,74,22,25
2012-05-01,485,140,92
2012-07-01,193,103,62
2013-10-01,554,165,112
2013-11-01,123,-8,75
2012-10-01,307,138,43
2012-12-01,111,13,40
2013-05-01,65,25,22
2013-05-01,566,293,115
2012-05-01,192,14,52
2012-09-01,213,39,61
2012-02-01,119,-3,100
2012-10-01,57,2,20
2012-02-01,104,26,26
2012-08-01,360,106,163
2013-05-01,94,37,19
2012-10-01,103,10,39
2012-09-01,142,48,45
2012-02-01,125,6,58
2012-02-01,267,90,84
2012-04-01,159,-3,91
2012-10-01,276,108,45
2013-07-01,72,2,44
2012-04-01,49,13,32
2013-11-01,99,-18,43
2012-02-01,57,8,17
2013-09-01,151,27,102
2013-08-01,77,21,16
2013-02-01,240,92,45
2012-02-01,212,83,37
2012-02-01,312,176,90
2013-06-01,499,145,94
2012-02-01,185,70,36
2013-01-01,261,57,56
2013-10-01,365,185,115
2013-08-01,115,34,33
2013-08-01,78,13,17
2013-10-01,576,192,124
2012-12-01,57,0,32
2012-03-01,97,5,29
2012-11-01,74,15,22
2013-10-01,312,94,117
2012-05-01,183,51,50
2012-10-01,198,85,61
2012-02-01,123,16,43
2012-12-01,150,16,58
2013-08-01,79,36,19
2012-02-01,217,96,32
2013-06-01,537,215,117
2012-02-01,188,103,36
2012-12-01,110,21,41
2012-12-01,190,87,45
2012-07-01,65,18,13
2012-01-01,78,22,39
2013-09-01,237,63,48
2012-02-01,105,4,38
2012-12-01,239,17,116
2012-08-01,91,63,27
2012-09-01,260,73,61
2012-11-01,113,16,42
2012-02-01,176,12,65
2012-03-01,116,-20,44
2012-10-01,190,46,60
2013-11-01,131,32,40
2012-02-01,267,112,78
2012-12-01,105,12,63
2012-10-01,299,105,61
2012-10-01,132,18,55
2012-08-01,76,15,21
2013-05-01,236,-7,72
2012-11-01,76,21,19
2012-02-01,285,124,111
2012-07-01,611,177,147
2012-10-01,199,85,38
2013-04-01,159,54,37
2012-01-01,190,60,48
2012-08-01,309,185,117
2012-10-01,114,18,21
2012-12-01,68,19,17
2012-06-01,209,128,57
2012-10-01,78,32,27
2013-01-01,163,69,47
2013-08-01,271,127,67
2012-11-01,93,16,20
2012-03-01,113,28,37
2013-10-01,124,42,24
2012-04-01,190,47,49
2012-02-01,306,87,34
2013-05-01,121,39,34
2012-10-01,65,8,23
2012-02-01,246,119,30
2012-10-01,230,108,62
2012-02-01,268,66,100
2013-05-01,564,224,128
2012-10-01,104,13,43
2013-08-01,60,22,24
2013-07-01,51,18,17
2012-03-01,103,7,55
2012-02-01,204,84,63
2012-02-01,106,10,40
2013-01-01,464,195,119
2012-07-01,303,306,141
2013-09-01,88,40,31
2013-12-01,572,293,91
2013-10-01,235,102,40
2012-02-01,202,103,37
2012-04-01,114,26,38
2012-10-01,59,6,26
2012-02-01,287,89,105
2012-02-01,110,47,45
2012-02-01,104,-3,50
2013-07-01,65,-5,26
2012-11-01,76,11,20
2012-02-01,219,54,91
2012-10-01,145,20,47
2012-05-01,184,40,43
2013-11-01,75,-4,42
2012-11-01,62,11,21
2012-10-01,275,112,54
2013-04-01,98,42,40
2013-09-01,339,497,136
2012-10-01,156,40,46
2012-08-01,379,130,73
2012-02-01,152,1,53
2012-05-01,110,24,42
2012-02-01,189,26,39
2012-02-01,300,117,39
2012-01-01,234,67,42
2012-02-01,119,70,51
2012-02-01,128,12,50
2012-05-01,262,137,58
2013-05-01,139,45,41
2012-10-01,87,3,40
2012-07-01,71,9,16
2013-05-01,69,28,21
2013-05-01,138,53,37
2012-04-01,109,15,34
2013-07-01,529,252,121
2012-05-01,141,15,44
2012-08-01,206,122,44
2013-08-01,345,152,118
2013-02-01,306,133,58
2012-04-01,184,38,37
2012-01-01,132,14,27
2012-03-01,46,5,16
2012-12-01,531,229,134
2012-09-01,97,29,29
2012-12-01,54,2,36
2012-02-01,49,17,27
2012-01-01,128,56,42
2013-05-01,541,315,99
2012-12-01,200,92,45
2012-12-01,57,6,35
2013-11-01,131,76,24
2012-12-01,192,84,43
2012-03-01,186,104,42
2012-05-01,205,54,44
2013-08-01,72,16,21
2013-04-01,173,47,36
2012-02-01,112,32,25
2012-02-01,165,59,33
2013-03-01,135,-12,88
2012-09-01,85,19,42
2012-10-01,94,8,97
2012-03-01,109,18,33
2012-05-01,197,31,54
2013-08-01,247,56,70
2013-05-01,56,33,17
2012-07-01,248,109,63
2013-07-01,105,35,14
2012-04-01,220,131,60
2012-10-01,99,12,22
2013-10-01,598,201,101
2013-03-01,153,39,41
2012-01-01,155,85,40
2013-05-01,103,38,23
2012-02-01,105,6,46
2012-04-01,96,1,78
2013-11-01,74,3,25
2012-07-01,193,85,71
2013-08-01,328,140,59
2012-08-01,248,25,132
2013-03-01,239,87,47
2013-08-01,94,39,15
2012-08-01,65,10,16
2012-08-01,185,54,47
2013-10-01,464,149,87
2012-06-01,130,40,53
2012-01-01,147,28,51
2013-09-01,224,25,53
2012-12-01,92,-22,46
2012-10-01,312,118,60
2013-05-01,72,33,19
2012-10-01,251,18,47
2012-05-01,123,34,34
2012-03-01,198,20,37
2013-02-01,94,54,22
2012-08-01,157,64,52
2012-08-01,125,25,48
2013-10-01,300,201,120
2012-05-01,134,28,43
2013-02-01,207,58,39
2013-09-01,92,27,35
2012-08-01,66,-4,18
2013-06-01,564,145,62
2012-02-01,136,-6,47
2013-02-01,164,66,42
2012-04-01,154,43,42
2012-01-01,62,21,21
2012-08-01,333,168,141
2013-02-01,120,26,50
2013-09-01,97,35,38
2013-08-01,394,137,94
2013-08-01,51,30,16
2013-07-01,50,32,12
2013-08-01,81,40,17
2012-07-01,56,14,15
2012-08-01,228,93,67
2012-02-01,110,22,21
2013-07-01,49,18,13
2012-08-01,101,10,24
2012-08-01,370,114,43
2013-10-01,310,137,108
2012-11-01,100,24,32
2013-03-01,667,177,141
2013-05-01,96,26,48
2013-10-01,540,259,48
2012-05-01,132,35,51
2013-05-01,35,48,19
2012-02-01,110,17,48
2012-02-01,119,11,26
2012-04-01,49,13,19
2012-02-01,104,48,27
2012-09-01,135,1,114
2012-08-01,258,46,70
2013-07-01,56,18,15
2013-10-01,311,167,39
2012-02-01,116,33,28
2013-04-01,166,74,53
2012-02-01,52,29,20
2013-03-01,331,193,42
2012-10-01,277,85,50
2013-03-01,319,99,41
2013-01-01,236,154,89
2012-07-01,279,24,72
2012-01-01,202,23,59
2012-09-01,266,137,86
2012-11-01,70,-7,20
2013-05-01,275,99,65
2012-02-01,122,37,50
2012-08-01,109,19,23
2012-02-01,286,113,37
2012-09-01,240,16,122
2013-08-01,68,23,16
2012-04-01,146,57,35
2013-08-01,708,362,136
2012-02-01,227,132,30
2012-08-01,85,16,19
2012-10-01,45,16,19
2013-05-01,61,-9,45
2012-10-01,145,34,44
2012-04-01,128,-5,45
2012-12-01,249,118,46
2012-08-01,97,18,51
2012-08-01,97,31,45
2012-04-01,141,47,41
2013-01-01,484,139,92
2012-08-01,76,17,20
2012-10-01,69,-8,19
2013-05-01,133,28,23
2012-07-01,121,13,50
2012-01-01,103,-7,57
2012-08-01,164,32,52
2013-08-01,54,10,17
2012-10-01,162,7,44
2013-10-01,321,146,101
2013-03-01,332,209,106
2012-08-01,219,56,68
2013-05-01,215,64,47
2013-05-01,502,181,112
2012-12-01,54,11,19
2013-05-01,33,43,27
2013-07-01,100,43,15
2012-12-01,150,43,57
2013-11-01,84,19,23
2012-12-01,221,117,64
2013-09-01,214,138,48
2012-02-01,167,55,93
2012-11-01,78,34,24
2012-08-01,272,62,93
2012-11-01,269,110,56
2013-05-01,259,109,37
2012-05-01,181,105,48
2013-01-01,415,173,84
2013-06-01,552,229,89
2013-11-01,497,162,60
2012-08-01,28,0,14
2013-11-01,136,31,46
2012-12-01,118,33,35
2012-07-01,63,6,34
2013-03-01,218,97,39
2013-10-01,218,132,48
2013-01-01,229,111,56
2012-02-01,219,74,56
2012-02-01,51,24,24
2013-01-01,133,46,42
2012-01-01,255,112,109
2012-10-01,108,72,37
2013-05-01,509,209,130
2013-09-01,207,36,54
2012-04-01,182,36,56
2012-07-01,111,2,55
2013-03-01,360,117,51
2012-04-01,173,33,56
2013-08-01,62,18,27
2012-02-01,224,104,36
2012-02-01,131,0,66
2012-12-01,546,306,146
2013-01-01,157,62,37
2012-07-01,79,9,38
2013-07-01,353,147,63
2013-01-01,186,124,42
2013-08-01,536,610,127
2013-08-01,73,42,28
2012-10-01,124,13,61
2012-07-01,585,189,51
2012-02-01,135,11,59
2012-02-01,74,37,24
2012-02-01,83,28,25
2013-04-01,199,129,37
2012-10-01,287,51,57
2012-10-01,524,166,101
2013-05-01,116,65,27
2012-09-01,164,62,77
2013-05-01,82,-26,46
2012-12-01,127,89,41
2013-05-01,59,39,19
2012-08-01,223,78,76
2012-07-01,181,19,48
2013-01-01,234,50,64
2012-10-01,190,59,66
2013-07-01,63,28,20
2012-12-01,171,0,72
2013-02-01,96,38,45
2013-03-01,139,42,41
2012-08-01,90,15,36
2012-02-01,48,15,22
2012-05-01,282,37,66
2012-07-01,223,81,65
2012-06-01,467,140,78
2012-04-01,139,65,44
2012-02-01,112,-11,32
2012-08-01,57,3,19
2012-04-01,172,46,35
2013-05-01,120,36,22
2012-03-01,121,14,39
2013-02-01,87,10,53
2013-08-01,368,166,66
2013-02-01,119,22,23
2013-08-01,80,30,14
2013-03-01,622,207,129
2012-10-01,127,13,50
2013-05-01,589,260,112
2012-10-01,294,102,58
2012-08-01,203,27,146
2013-08-01,55,15,17
2012-05-01,186,34,51
2012-08-01,132,21,45
2013-09-01,59,27,14
2012-02-01,46,7,18
2013-05-01,515,157,98
2013-10-01,68,21,20
2012-10-01,271,87,62
2012-12-01,597,363,145
2013-10-01,515,182,87
2013-11-01,134,47,28
2012-05-01,178,59,55
2012-10-01,65,6,15
2012-01-01,114,24,44
2012-02-01,71,35,19
2012-01-01,140,22,26
2012-08-01,193,15,56
2013-10-01,66,49,20
2013-05-01,122,62,28
2012-10-01,217,95,48
2012-02-01,274,93,41
2012-12-01,98,-8,38
2012-04-01,87,58,35
2012-10-01,210,109,38
2012-04-01,122,33,33
2012-02-01,277,147,96
2013-05-01,85,50,25
2012-01-01,280,172,75
2012-02-01,106,11,21
2012-08-01,212,10,61
2012-02-01,227,82,62
2012-02-01,283,143,38
2012-02-01,149,30,38
2013-07-01,118,37,19
2012-10-01,275,77,64
2013-08-01,89,21,19
2012-08-01,65,4,42
2012-11-01,89,29,22
2012-05-01,184,66,51
2012-02-01,236,85,39
2013-05-01,571,226,104
2013-05-01,118,41,39
2012-05-01,120,24,37
2012-08-01,95,26,19
2012-02-01,114,21,48
2013-05-01,104,38,21
2012-08-01,67,-1,33
2013-05-01,190,58,40
2012-11-01,62,16,18
2012-12-01,59,-3,26
2012-10-01,86,7,17
2013-05-01,624,215,147
2012-03-01,204,94,59
2012-08-01,62,13,19
2012-01-01,148,-16,61
2012-03-01,121,41,37
2012-11-01,57,17,18
2013-09-01,141,50,52
2012-08-01,68,36,22
2012-04-01,161,18,106
2013-07-01,63,17,17
2013-03-01,221,100,51
2012-01-01,248,78,59
2012-03-01,161,23,38
2013-01-01,186,29,67
2012-02-01,200,62,38
2012-03-01,190,21,62
2012-10-01,164,51,47
2013-03-01,238,99,112
2013-01-01,206,101,38
2013-10-01,358,147,67
2013-04-01,163,53,39
2012-07-01,265,20,159
2013-10-01,348,130,115
2012-02-01,132,18,45
2012-12-01,219,86,40
2013-02-01,310,201,103
2012-02-01,41,14,25
2012-05-01,106,33,38
2012-01-01,118,24,23
2013-05-01,516,190,126
2012-01-01,157,28,43
2013-06-01,505,207,122
2012-11-01,81,6,23
2012-10-01,292,35,67
2012-07-01,205,129,44
2013-08-01,45,8,16
2013-06-01,145,38,38
2013-08-01,93,12,15
2012-12-01,284,70,68
2012-07-01,214,68,70
2012-08-01,209,96,57
2012-04-01,102,31,38
2012-03-01,123,41,79
2012-08-01,330,110,64
2012-07-01,128,21,60
2013-10-01,718,303,99
2012-07-01,119,9,52
2012-08-01,576,154,147
2013-08-01,80,25,17
2013-08-01,78,44,18
2013-10-01,312,145,103
2012-08-01,126,29,42
2012-12-01,108,63,30
2012-06-01,132,3,62
2012-10-01,64,-2,45
2012-11-01,20,0,21
2013-10-01,231,81,47
2013-03-01,248,131,117
2013-07-01,41,23,13
2012-05-01,101,37,21
2013-07-01,83,14,27
2013-11-01,77,-3,24
2012-08-01,82,19,20
2013-05-01,268,62,56
2013-08-01,55,11,19
2013-03-01,204,44,57
2012-09-01,83,12,32
2012-08-01,87,8,43
2012-03-01,185,58,40
2013-07-01,561,329,91
2013-05-01,474,213,99
2012-10-01,36,3,16
2012-01-01,221,94,38
2013-11-01,574,295,94
2012-01-01,131,62,24
2013-06-01,293,121,52
2012-11-01,135,36,41
2012-04-01,63,-4,26
2012-08-01,72,25,19
2012-01-01,87,15,23
2012-01-01,284,78,41
2013-05-01,65,33,18
2012-05-01,64,25,32
2013-03-01,347,131,144
2012-10-01,111,14,46
2013-08-01,66,25,28
2012-07-01,126,38,29
2012-01-01,177,-24,57
2012-05-01,257,139,50
2013-03-01,127,37,35
2013-05-01,203,70,40
2012-10-01,159,34,41
2012-01-01,473,151,84
2012-01-01,222,-3,68
2013-09-01,217,36,57
2012-02-01,194,-7,60
2012-07-01,136,12,53
2013-07-01,616,185,125
2013-04-01,189,50,34
2012-08-01,79,1,39
2013-07-01,66,62,23
2012-02-01,46,26,26
2012-10-01,188,22,59
2013-09-01,85,39,36
2013-06-01,511,231,87
2013-05-01,80,41,40
2012-08-01,335,146,61
2012-05-01,139,42,39
2012-12-01,108,10,23
2012-08-01,69,22,19
2012-02-01,218,86,40
2012-02-01,118,36,41
2013-07-01,62,21,16
2013-09-01,229,46,57
2012-02-01,144,-3,36
2012-07-01,63,17,33
2013-09-01,98,25,36
2012-12-01,138,37,44
2012-09-01,154,57,54
2013-08-01,87,34,23
2013-03-01,194,50,40
2012-10-01,39,1,24
2013-06-01,145,102,39
2012-07-01,234,99,60
2012-07-01,205,77,46
2012-03-01,187,89,48
2013-01-01,131,42,40
2013-10-01,357,141,121
2012-12-01,77,10,18
2012-01-01,280,17,110
2012-09-01,105,27,44
2013-09-01,205,128,36
2012-10-01,176,43,57
2012-07-01,322,180,66
2012-12-01,139,40,39
2013-04-01,152,-11,69
2012-11-01,71,34,22
2012-09-01,104,24,43
2012-10-01,288,89,52
2012-01-01,139,51,72
2012-09-01,106,49,57
2013-05-01,102,42,23
2012-10-01,177,78,44
2012-03-01,108,34,31
2012-11-01,75,22,21
2013-05-01,471,220,100
2013-02-01,98,55,25
2012-04-01,207,104,36
2012-08-01,535,202,114
2012-02-01,282,141,88
2013-01-01,324,18,95
2012-07-01,220,70,64
2012-01-01,130,26,40
2013-09-01,146,75,36
2013-05-01,148,28,54
2012-08-01,101,18,19
2012-07-01,251,69,67
2012-10-01,293,100,66
2012-02-01,167,103,44
2012-10-01,113,31,48
2012-08-01,210,92,46
2012-10-01,284,92,62
2013-06-01,157,47,38
2012-02-01,277,115,39
2012-03-01,94,6,51
2013-05-01,59,32,19
2013-05-01,434,718,95
2013-06-01,513,193,88
2013-05-01,113,38,36
2013-10-01,313,191,43
2013-12-01,85,20,15
2012-01-01,452,134,103
2012-05-01,115,14,54
2012-10-01,58,4,26
2013-09-01,301,144,111
2012-03-01,136,20,86
2012-02-01,189,69,54
2013-05-01,109,26,25
2012-04-01,122,22,55
2013-07-01,101,-12,45
2012-12-01,151,31,40
2012-05-01,154,38,41
2012-02-01,203,79,35
2012-08-01,232,103,70
2012-04-01,108,28,35
2012-09-01,151,33,55
2012-01-01,154,47,84
2012-05-01,199,61,65
2013-09-01,205,104,49
2012-02-01,109,-11,30
2013-02-01,306,122,50
2013-09-01,362,195,84
2013-05-01,115,33,38
2012-01-01,301,133,39
2012-01-01,129,28,38
2013-05-01,100,30,34
2012-01-01,134,4,69
2013-11-01,492,253,98
2013-03-01,696,229,102
2012-10-01,181,75,37
2013-12-01,676,286,135
2013-02-01,147,47,40
2013-09-01,79,35,34
2013-02-01,146,24,47
2012-08-01,639,221,70
2012-08-01,149,11,67
2012-10-01,181,60,38
2012-08-01,185,-92,68
2012-08-01,88,-15,35
2012-04-01,109,21,38
2012-11-01,84,21,16
2013-08-01,356,159,71
2012-08-01,61,13,20
2012-10-01,33,-7,44
2012-05-01,117,14,36
2013-09-01,218,117,54
2012-11-01,119,-5,43
2012-08-01,138,5,62
2012-01-01,182,66,37
2013-11-01,308,130,106
2012-04-01,164,42,47
2013-11-01,59,22,20
2012-12-01,247,118,147
2013-05-01,277,184,92
2012-12-01,139,22,40
2012-02-01,272,18,62
2012-04-01,125,17,32
2012-08-01,263,86,70
2012-08-01,77,2,34
2013-06-01,549,166,98
2013-02-01,359,127,128
2012-09-01,154,5,85
2013-08-01,76,18,20
2012-11-01,73,11,21
2012-10-01,269,98,70
2012-08-01,95,19,46
2012-07-01,571,168,154
2013-07-01,56,22,21
2012-02-01,211,60,50
2013-01-01,262,129,42
2012-02-01,312,90,55
2012-03-01,136,79,31
2013-05-01,511,238,107
2013-03-01,147,40,43
2013-03-01,211,95,64
2012-12-01,132,33,45
2013-02-01,283,137,60
2013-10-01,237,142,41
2013-01-01,237,67,50
2012-04-01,115,47,47
2013-09-01,97,9,26
2013-10-01,241,139,62
2012-07-01,49,9,27
2013-08-01,90,24,37
2012-02-01,283,105,39
2013-02-01,202,75,75
2012-11-01,522,131,122
2012-04-01,131,5,49
2013-04-01,138,51,38
2012-01-01,202,88,62
2012-06-01,527,202,43
2012-01-01,157,24,55
2012-05-01,121,35,35
2013-04-01,220,74,39
2012-09-01,82,26,21
2012-05-01,131,8,41
2012-08-01,73,12,17
2013-02-01,229,118,39
2012-08-01,150,14,65
2013-09-01,252,50,53
2013-02-01,113,-3,47
2013-01-01,232,61,55
2013-05-01,78,30,22
2012-10-01,198,103,40
2013-12-01,174,48,49
2012-06-01,181,14,54
2012-05-01,273,126,59
2012-02-01,223,78,57
2012-02-01,122,15,25
2012-03-01,150,10,46
2013-01-01,158,72,53
2013-02-01,176,97,61
2012-02-01,179,70,45
2013-08-01,84,15,19
2012-03-01,160,46,41
2013-08-01,339,188,146
2013-02-01,292,106,57
2012-08-01,98,22,52
2012-08-01,293,124,157
2013-01-01,217,43,46
2012-12-01,113,2,43
2012-08-01,219,81,65
2012-03-01,459,180,92
2012-10-01,504,156,89
2012-10-01,277,93,54
2012-12-01,183,10,50
2012-01-01,196,44,46
2013-11-01,56,-12,25
2013-09-01,110,11,48
2013-05-01,111,41,16
2012-02-01,163,-1,65
2012-05-01,124,19,46
2013-10-01,226,119,35
2012-08-01,84,24,19
2012-10-01,157,-1,59
2012-02-01,133,13,56
2013-10-01,341,162,81
2012-11-01,129,23,38
2012-02-01,182,106,53
2012-08-01,86,30,43
2012-07-01,330,123,58
2012-10-01,254,29,45
2013-01-01,61,39,22
2013-01-01,125,-4,44
2012-04-01,211,104,42
2012-08-01,65,12,17
2012-05-01,75,7,34
2012-02-01,169,7,54
2012-11-01,91,6,24
2012-08-01,199,97,64
2013-01-01,217,52,109
2012-02-01,108,10,50
2013-01-01,556,119,132
2013-05-01,130,44,41
2012-09-01,126,19,108
2012-01-01,133,35,25
2013-01-01,233,81,57
2012-01-01,208,30,49
2012-11-01,74,6,18
2012-01-01,221,88,39
2013-10-01,373,200,39
2012-11-01,63,12,39
2012-12-01,53,-14,35
2012-12-01,118,20,43
2012-06-01,41,8,16
2013-11-01,117,-7,79
